Username,Comment
@Iamsorry8gt,😉😉😉😙😙😐🤑😊🥺😊🙃🥵😉🙃😝😊🤣😁😝🤪😊🥺🥵🤪😉🤣😉🙃😍😉😉🙃🥵😉🤨😚😐🤩🥰😋😚😇🥰🤨😚🤨😆😍😉😘😆😍😉😘🙃😄😜😜😉🤣🙃🙂😑🙂🤩🥺😄🤪☺🤥😍😆😇😚😚🤣🤥😇🤑🤢😍🥲🤑🤢😋🤮🤗😛😋🤔🤗😐🤨😚🥰🥵😚🤨😂🙃🤩😊😛😊😗🤩😬☺😅😑🤐🥺☺😑😜🥵😉🙃😉😜🙃🥵🤑🤥🥲😋🥰🤑😋🥰😙😐🤩🤩🥰😚🤨😜😚🥰😊😜😂😐😚😝😬😊🥲🥰😝😊😍🤐😉🙃😉🥰🤐🤣🤨🙃😉😁🥰😬☺😊😍🤪🥺😊😗🥲😍😜😉🙃😗😂😇😉😋😜🤩😊😗🥺😆😍🙃🥲🤔😚😜😚🤪🤩🥺🥰🤑🤩🤨😚😍🤨😊😝😋😬😚🥲🙄🤫😙🤑🤐☺🤐😝🤐🤨😚😚🥰🤨😛😊😗😍🥺😉🙃☺🙃🤑😑🙃😑🤑😗😑🤑😘🥺😋😑😊😘😋🥺😘😋🥺😚🤪😋🥺😚🤪😛🥺🤗😐🥲🤔😑😛🤑🥲🤫🥲🤑😋🤨🤑🤨😋🥲😚😋😜🥲🤑🤨😋🥲🤑😍🤪
@Iamsorry8gt,🙂
@Mayank12397,2222
@SybvhvgmNcf,If this comment get a heart by Netflix I will buy Netflix subscription😂😂
@Lamineyamal19_bs,Thanks bhai chhattisgarh ko add karne ke liye
@0ggbotyt411,Ture fan of not your type x Netflix are lots of fun forever 🤣💫💫💕💕
@godgullamsk123news,Your real pic
@tarunrawat3317,Mujhe nhi pta tha ki mera bhi naam h script mein ❤️ 😂
@jhssvvskifc87,Me 36garh se hu
@blizzzzzzard,3:17 Best 🤣
@nemendrathakur9437,Masterpiece
@shadowisonline4277,Not your type Netflix 😂
@jayant628,All time favourite rip off
@specblast,Yup
@bindudevi8605,😂😂😂😂😂😂😂😂
@petrovaspy,I'm so surprised and happy for @notyourtype 😭❤️
@BishnuAura,Not your type jindabad
@VIVEK-s7l1j,I live in chattisgarh
@aforairplane,"माँ बाप खुश रहते है तो सारा घर खुश रहता है 
  😊❤❤❤❤❤❤❤"
@beginners3352,Awesome❤
@ganeshkandelkar6555,Wow
@a.s.gaming53,I watching this for 3rd time 😂😂😂
@itz_vidhayak11,Password to mereko bhi ni dikh rha kissi ko dikh rha hai kya? 🙃
@bloodybastard66,Viewers of heist will increase now🔥
@ekanshgupta6002,"Rg= good animation(after 1 year)
Kirti= little good animation
But Nyt= good animation+funny animation+Netflix india"
@ravikumar-fw9ql,Password 101 hai😂
@neetusingh3536,W nyt moment
@neetusingh3536,W nyt moment
@Omega555-j5m,Tijori Ambuja cement se bni hai 🤣
@uweshkhan909,Unbelievable 😂
@GrannyTime,thank you for idea
@chandraarya2268,Not your lover❤️
@legendsaysai,How do you do these animations??
@skylarknao,3:43 🤣🤣🤣 the sniper
@skylarknao,1:18 Processor 😆
@Fuzail_johar_011,Not your type  army 💜
@VGSHORTS10,Hum ko tohhh sabb pasanth hai rg ho ya hardy ho ya notty bhai 😂
@keepsilent5568,Pankaj 😂😂
@EXO_HASH,Prosessor 🤣🤣🤣🤣😭🤣🤣
@jaisrikrishna563,🤣🤣🤣
@trpharikesh7814,❤❤
@trpharikesh7814,Jai shree Ram ji ❤
@trpharikesh7814,Ram Ram ❤
@legitsvideohouse8520,Very relatable
@lopsy3294,@not your type ur growth mannnnnnnnn love you damnnnnn u r an inspiration
@realromanalam,Can't stop laughing 😂😂😂😂🤣🤣
@GY_vlogs,Not your type
@sahilkhunte9314,Bro i am from chhattisgarh
@devchoudhary777,I love Netflix Soooooooooooooooo Much ❤❤❤❤
@brendan2185,Not your type rocks
@Motivational62677,Chhattisgarh ❤❤❤
@SharanShettigarIR,Badi Mast chalti hai Phat Phat😹🔥
@yogendramahilang2835,I am from chhattisgarh
@aloksuryavanshi7960,Love from chhattisgarh ❤
@HarwinderSingh17_,Great❤😅 👍
@mattdamon2084,We are waiting 😂
@ravindrakamble7502,Bhai mast banaya hai yaa video😂😂😂😂😂
@prashantbhardwaj1689,I am from chhattishgarh🥰😍
@ravirajak6290,"Aree ye tijori tut ti kyu nai hai 
Tutegi kaise amuja cement se bni hai sasta nai sabse accha 😂"
@deltramorningstar,Mera naam pankaj hai mujhe or mere papa kon kyu todaaa 💀
@MrSindhiHacker09,Watching 50th time😂
@jiteshh4229,That bullet's sound 😂😂😂😂😂
@jiteshh4229,Awesome ❤🔥🔥🔥🔥
@Tabgameryt,Tarun rocks😂😂😂
@Blackboygamer8514,NTY 😂😂  so funny
@star7echo,It's not a rip off😂😂
@RajeshKumar-cs4mr,Love from Chhattisgarh ❤❤
@Imjustgurl123,"""Maro Maro Lekin isne Kiya kya hai ""😂😂"
@fitergaming3334,😂😂😂❤❤❤😊
@artisticaurax03,Iam from Himachal Pradesh
@HASSAN-oz8kb,Amazing 😂😂😂😂❤
@Paavan2010,W AYU COLLAB
@swapnilpeedekar,Money heist 🔥🔥🔥
@sanjaykumar-uh8mv,Rip of
@Praroopgirigoswami,CHATTISGARH 🤣🤣🤣🤣
@soniplayz206,Part 2 banao bhaiii please 😂😂😂❤
@satyamyadav6563,Zotato wala banda awesome
@FactShotHindi-1v1,3:31  😂😂😂
@uniquetime,aree yrr mera naam pankaj h 😒😒
@obitooooo-h9y,Real net flix
@wasifhabibbangladesh1482,give him oscar
@bittuchauhan7998,"e,e,e,e,e kyabe e,e,e,e,e, ye konsa tarika hai ne darne ka my tummy ooooooooooooooaaaaaaaaaaaaeeeeeeeeee"
@goriparmar5590,Use per code Dala
@star_gaming_7.009,5:45 😂😂😂
@shekhar2531,Thanks bro chhattisgarh ka naam kahi to aya😅
@AnkitaTekale-r3k,Yyidrd
@abhinavgaming2110,bagal mein password 101 likha hai lekin ye toh andhe hai in ko toh dikh hi nahi raha hai
@TheGJ05ROCKET,YC YC BANK 😂 literally fully 😅
@parkkuku8395,Love you forever❤ not your type
@patal_nagri,101
@Kanupriya00o4,To much funny not your type😂
@a.tiwari3420,Bhopali very funny 🤣🤣🤣
@roshansonawane4744,PART 2
@rasidulali-kg5sp,😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘🥰🥰🥰🥰🥰🥰🥰😍😍😍😇😇😇🥳🥳🥳🥳😇😇😇🥳
@kalyugboy3072,Hahaha
@kalyugboy3072,Maja nahi Aya
@ferothehero7940,Cool 😂
@Yokai_Miyu,Very very good and funny videos love you not you type❤❤❤❤❤❤😊❤
@roshansonawane4744,Part 2
@KaranLokhande-o8e,2 nd time watch 🤣🤣
@tarungoyal8205,4:36 mai bhi tarun hu 🫡
@itachiouchia106,Rajat ko rahul panicker sa karvao pta chala jayaga bas pora din comment ma rajat tara papa karta rahoga vo tumara bapp ha kya 😡😡
@NetJamesxTaeKook,g mama go
@पवित्रsapiens,🤣🤣🤣
@ravidutt6363,goooooooooooooooooooooooooooooooooooooooooooooooooddddddddddddddddddddddddddddddddd
@DebrajlSaha,W ayu Collab
@subhakantaparida8312,Kya video hai...😂😂😂😂
@aperturediaries,😂😂😂😂😊
@antaryamigaming3001,😂😂
@Krishna-np9ms,🎉🎉🎉🎉🎉
@niharikarana6480,Nyt
@rajneshrana6754,Ap aysi 2d video kyse banate ho
@jhanvii__1205,4:50 💀
@Frosty_Fusion9,I forgot that he a jebkatar
@mukeshmanikpuri7834,bhai tumne video me chhattishgarh ka name liya 
@ck00007,❤😂
@chetaknews,Rip off 🤣🤣
@durgesh18,Unex Ending 😂
@ReasearcherSourabh,The real money heist
@simransahu1478,I am from chhattisgarh 😂😂
@mandygamingyt790,Just completed money heist just to watch your video
@meenaxid,Not your type
@deaddemon345,It is very nice video
@parimalsolanki7072,😂😂
@maxwellgirase,❤
@Sunitabatham-m9l,I am from Bhopal 😊
@AFITH-WORLD,4:32😂😂😂😂😂
@chaturmurga_official,Love From Chhattisgarh ❤❤
@animehenshu1987,🤣Bhai @notyourtype teri videos to or bhi funny hoti jari 💯❤love your content bro
@eternal_flames_04,Vote for Not Your Type ❤❤❤
@khanwamik8341,This is very very very very funny
@toxicboy560,Not your type 😂
@viishnurajjadhav670,Bhaii zotato ka laash bahaar nahii Aaya @netflix
@pcplayersgaming8215,Money heist is an emotion
@dattebayo3127,"Har bar Pankaj nam hi ku....🙂
Asal me mera bhi Pankaj ha😓"
@literature09,5:50
@Vritika-xd,Mai chattisgarh se hu😅
@ERROR_SERIOUS,Want part 2
@StudyWithGiri,"Wow, What amazing Graphics............."
@VicePresidentDRAKEN,Felt Good after seeing ... Chhattisgarh
@dscrazytwins6566,Bhai ayu bache dekhte hein teri video😅
@Yellomellowil,Netflix next RG bucket list okay.
@freefireshortyt5903,Love from chhattisgarh ❤
@Berserkerdetainer,03:53
@Berserkerdetainer,🌈🌹💐👍👌☀️❣️👍💥🔥👍💐🌞💥🌸🎂💐🏵️🎊🏵️🏵️🏵️pls make part 2!!!!😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😦😦😦😦😦😦😦😩😩😩😩😩
@hrsplw,Is cartoon ko dekh kar dimag ka bosra ho jata h
@LiuizAMV,I Am From Chattisgarh 🤣 @NOTYOURTYPE
@pawandeepbrar7764,Bro please reveal your face
@frozenisland4654,"Hello sir, please tell me how to download money heist all seasons episode.  Also tell me some safe and secure  websites to download any Hollywood movies in Hindi .

Please reply sir because whenever I visit any website,there are many ads and we have to do many clicks which I think is not secure .
I had requested from many youtubers but they don't reply."
@ArijitBhowmik239,Pahle comment kar leta hu likes milenge😂😂😂😂😂
@DJ_ALOK_MANPUR.78,छत्तीसगढ़िया सब ले बढ़िया
@average.engineering.student.,3:50 😮
@sunnysharma9605,छत्तीसगढ़ 😂🙌❤️
@mafiyaarmy3270,Chhattisgarh to like ❤❤
@trsoni1727,I am frome chhattes garh
@4kpro677,Bhai main Chhattisgarh se hu❤
@Jai_Shree_Ramji00001,My name is Pankaj 🤣🤣😂😂😂
@ShivamIT101,Passward 101😅😅😅😂😂😂
@sujanbiswas32,probably the best vdeo ever in netflix by another youyuber
@sheelakhushi7564,Not your type is the best ❤❤❤😊😊😊
@mr.Sniperrr,😂😂
@harshextreme,yarr maza nahi aya teri original channel ki zysa mazadar hai
@Golu531,Me...😂 Raigarh Chhattisgarh 😂😂😂😂
@Itssheikh50,Bhople 😂😂😂😂
@sandeepanand-wi3ky,dragon ball please
@saood_4Xfreefire,bhopal& bhople
@dhirajmanvar4325,🤣🤣🤣🤣
@crzyftbl__editz,"NETFLIX FANS LIKE HERE 👇


LET'S SEE WHO WILL LIKE?
👇"
@akkukingchannel5118,Not your type you are very very............................................. best
@RohanKumar-ol2nh,What a twist 😂 well-done bro
@JayShree_hari_har,Ye ashli se achi thi😢😂😂😂😂😂
@sachin.all.Rounder,Not your type my favourite ❤️
@AZ-ed1xx,Can I call it better than the original Money Heist.  . Yes I can ... The dialogues are damn 🔥
@xen-ortega,0:46 😂😂
@Suman_Das394,It is the best video of Netflix ❤️
@Grace-vf4bh,Name of pankaj was crazy. 😂😂
@sannimallick8876,Password is 101 this part 😅😂
@Eram-shamma,Netflix india is a very nice youtuber
@Anujit_Maity,best
@kamnathmeena2914,Processor
@hitendrasingh3692,😅😅😅😅🎉😂🎉😢
@dipayadu3952,Chhattigarh vale like Karo 😅
@Ty_son,Moral of the video - once a Jeb Katra always a Jeb Katra 🤣
@Rajat_Sharma_77,Himachal😂❤
@Vishalsingh-kg5ms,🤣🤣😂😂😂😂best video
@uttam......8159,😬🤣🥺😲🤯🤫🤨👁️👄👁️
@uttam......8159,😂😂😅
@crazymater,Bro vedio 10 sey 15 mint key kro
@eclipsynx,3:16 Epic part 😂😂
@pankajvanra,"thank merri story k liye
😝😝"
@pankajvanra,mera baap chor nhi hai bhaii🥲🥲
@phikuromi7461,W nyt
@Mehtabislam31,Password 101😂🤣
@nikitanand4785,I am from chhattisgarh I love to watch your videos 😘☺️
@manjulatasundhi,Mera naam hi mila kya
@FeelwithDanish,Rupya Heist 🤭😂😂
@GW-MOHITEDITZ,Pin🔥🔥
@Your_Crush_ibbo,Amazing Bro ❤
@samirsinghyadav1828,Congratulations Not Your Type
@ayush9x9gaming87,Not your type op 😂😂😂😂😂
@Kai-zc5dc,Bhopal gang ❤
@Vivek5656p,🤣🤣
@anshRocks07,3:55 gta san Andreas wali gun sound
@anshRocks07,1:58 Himachal 😐🔪🔪
@Artist001Div,Not your type is best👍👍
@dudumdas737,😂😂😂😂
@chillboy8806,Wow amazing
@Feelingsonroad,dam NYT 🥰
@mdaktarulislam106,@Ak
@mdaktarulislam106,1:41 1:41 1:41 1:41 1:41 1:41
@Proharshuff4545,Not your type team
@shouryasinghal5049,Movie name monkey prisoner
@brainouter5734,Good
@hiteshunagar-xp2hs,2:13 pa
@hiteshunagar-xp2hs,😂😂op😂😂
@hiteshunagar-xp2hs,😂😂😂😂😂Op😂😂😂😂😂
@fellofesongs,Prosessor 😂😂😂
@bhaibhaivlogs6030,Chhattisgarh 😂
@Abhaynikun,Op
@DrGamernomics,As a pickpocketer I can confirm  pickpocketer always be a pickpocketer
@cr7npro,From 3:15 scene Was awesome 😂😂
@realitycreategaming8461,1:14 processor 😂😂😂😂
@sindhuthanoj6641,Ujjwal has the best makeup
@rajkumarshah4350,Techno bhai
@ramkishan7966.,Aap ko me bhot pasand karti hu
@ramkishan7966.,Hello bhaiya mujhe aapke video bhot pasand hai I love your videos
@teemdinoboys100,😂😂😂 6:06😂😂😂
@abutalha162,"""Dhoom 4"" ki story lagri hai😂😂😅"
@tegtasgaming4738,Every chhattisgarh supporter's reaction like this;❤😳✌
@Facts45472,Processore😂😂😂😂
@ShivendraKumar-ug3pv,Ye sahi tha bhai 🤣🤣
@sonic12377,Not your type 😍😍😍😍😂
@WoatedHammerCC,1:58 was funny😂
@JyothiPoojary-rb6iq,I can't stop laughing 😂
@rajendrasingh-it4gi,😂😂😂😂😂😂
@SOSUKE_IS_LIVE,😅😂😂
@Mubzgamingyt,😂 😂 funniest part
@snehilrajput9351,Pakaj Aka Processor🤣🤣
@vinodramnani1341,Best video
@NazimAli-hy3hc,Netflix kahan se raha hai
@Sky_gamer-ju8rx,3:16 to 3:24 is the funny part
@Shrey9402,Woow you are very OP
@kyakasekyu,4:13 shows that that zotato delivers on time XD 😂😂😂😂😂😂🤣🤣🤣🤣😅😅
@radrubel,its really great to see real talent on big thing
@luvyroy2667,From Chhattisgarh 😅
@TANMAYA895,Best collab ever
@LEZENOS_911,3:43 😂😂😂😂😂 ✌️
@dakshsengar5826,🔥🔥🫀🕺🏿
@Black_queen23,Chhattisgarh 😀😀😀
@adityasingh4187,😂😂
@mbilal-5080,I wish they take rg to 😢
@akabanekarma7429,The man named Pankaj-🥲
@binubasumatary,"Rg be dead  😭
Agle Janam me part 2 milega"
@MightyCraft0001,katu watu ho kya? 😂
@seemayadav3619,I chose Rip-of🎉💯👍😈✔️
@binffmax7784,# Not your type 😊😊❤️💙👍
@Kawaai_edits,Watching from chhattisgarh ❤
@krinjal.gehlot,❤❤❤❤❤❤❤
@YashKumar-bl5bg,"Money heist part 3 😂😂
Only legend can understand"
@maindfreshvichar,😂❤️ super
@SOULS.378,Prosessor was epic 😂
@sanju_bhai_7ss,1:19
@rehansaikh7036,Copyright
@a.s.1980,Sorry Pankaj❤
@paserkarserkar6244,Sale chutiy tum ko mra hi nam mila(pankaj)😰
@Ananya_saha18,Not your type is the best ❤
@sanskaribandi9125,Chhattisgarh finally getting the attention 😭
@AHTDXO,OMG! Nyt
@cricketlover5040,Password 101😂😂🤣
@hailkakarot11,RIP Zotato waale bhaiya .
@Ayushhh653,Love from chhattisgarh😊
@yashwantdhole7645,2:15 Shakal bhi badi gandi hai...🤣🤣🤣
@achintyasarkar3693,@Not your type
@kashee264,00:47 ERROR IN HALF BLINKED EYES
@sonicx3903,Bhai voice thodi alag rahi hai feel nahi aayi aapke channel wali
@moluyadav3828,Love from chhattisgarh bro🥰🥰🥰🥰
@videogeonic6424,❣️
@ZORO_AGAINSTALL,Its really not my type
@ompatel-ew1bp,1:54 2:04
@ompatel-ew1bp,I am Chhattisgarh 😊😊😊😊
@BHISHM-YT,3:15 🤣🤣🤣🤣🤣🤣😆
@nilesh16o3,3:17 😂😂
@Surendrapratap9131,🤣
@Kittt6,Bhai me cg se hu❤
@narayan.zero3164,❤❤❤
@sqezofficial,3:58 😂🤣🤣🤣🤣 chuuuuuu
@MAGICxWATERyt,😂😂
@rushanmazir9809,The achievement ❤
@WAKA80,❤😂
@Piyush-hx9ux,😭
@anshsocial,The best
@SALMANANSARI-cy3ln,Love u bhai
@kamal94kashyap,Processor 🤣🤣
@kamal94kashyap,Not your type chha gya bhai Netflix ne video upload ki hai❤🎉😹💯
@denzer_edit,Next😂part please 🥳🥺🥺
@Hunter0001ds,nyt❤❤❤
@DeepuSajwan09,Processor😂😂🤣🤣
@90s-20sCartoonFans,"Not your type kabhi kabhi hasane main kabhi nhi lata @not your type. ------God of comedian, mimicry artist and animator. 🤣🤣🤣🤣🤣🤣"
@Minecraftpe12345,W ayu collabe
@jagsherpuri7330,😂😂😂😂😂😂😂🎉🎉🎉😂❤❤❤😂❤❤❤❤❤❤
@manasvirajput2224,im so proud of not your type
@mysteryscience8245,Op
@yashshukla_2001,😂😂🔥
@bush6901,More of not your type ?? Netflix
@Leoncore1292,How Netflix know about the content gonna be good and viral 😶
@amitkumarjha5698,Your voice is like not your type
@jigzstudios,😂😂😂😂😂😂
@TruthTeller2389,"The most unexpected collab

Edit: Thank you for 1K likes in the parallel universe"
@arunchank4810,"Stonks 📈--
Password 101
Zotato
YC YC bank 
Nalle police wale"
@yuitsuplayz242,funny seen 3:42 😂😂
@fukreygaming2358,Not you type is op
@bhagatofficial1m978,Love from Chattisgarh ❤️❤️ Netflix 🥰
@funtuber9155,I have been watching his content for so long and this guy will be India's biggest cartoonist!
@MdShahnawazVijay,Love From Chhattisgarh 😍💖💝
@Divya0523,Nyt ❤❤❤
@funandlearnwithabhimat1145,kabotar ki chi chi lag rahi was the best
@spearheads1582,3:49 Dora the explorer ke Bhai 😂😂😂
@tanmaykesori3355,Fabulous
@pr7.editx7,Bhai Mera Naam Pankaj hai 😢🤣
@snu377,Chhattisgarh ❤❤
@ankushnegi6503,Himachal op❤
@aksbkumars,@NOTYOURTYPE is my Type..😁
@amangusain1254,You  doing nice bro
@factsofwar676,Me ag
@luckydhiwar6465,Love from chhattisgarh ❤
@gbn-x-obito1265,"This is a great achievement for Netflix 
I mean not your type 🗿"
@aditya_soni__249,tagdi video bhai 😂😂
@pranabk.s3635,3:18 🤣🤣🤣🤣🤣🤣🤣🤣🤣 that was the most funniest part 😂
@vishesharya5033,Btw that's story is much better also and funny too😂❤
@govindsinghdigitalrajastha5843,I AM KID AND LOVE THIS
@govindsinghdigitalrajastha5843,Not your type  Op bolte
@suealankritrana1247,3:20 kya ye ishowspeed reference hai🤣🤣🤣
@unique_world2.0,Bhai aap Netflix chennel par ❤️❤️
@abhishekjawade2277,3:42🤣🤣🤣
@mohitvishwas4714,I am Big fan of not your type❤❤
@itsmebhavyaraj..,Zotato 😂😂😂
@ruchikaraut3983,😅😅😅😅😂😂😂😅 level hai 🤠
@alonecloud9607,Ye bank gta vc ka kyon lag raha tha
@kediyasingh1074,Bro yesssss not your type is the best 😉😘🎉bhaw Netflix me AAA gya bidu boleto dal dete hai khat khat 😂
@vikramverma3669,Bigest fan in chhattisgarh
@rajashreekharikapsa9151,Approach RG bucket list ❤❤❤❤
@shreyasamberkar07,1:40 i was having parle g
@nitishkumarmehta8409,NYT Bol na yrr breaking bad bhi hindi me dub kar de yarr  plz 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
@redyama,"'Not Your Type"" Best in recent Youtube  🔥"
@bikibasumatary4611,My friend name is also pankaj 🤣😂
@hayshibea1702,What a mastermind plan professor:0 processor💯
@BALAJICOMPUTERS007,Not your type is best bro
@Raigarh_city,Chhattisgarh wale like karo
@art-xu4gz,Please make the school vedeo
@rathandhali609,YOU.  MY.   BEST. FRIEND❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊
@optimusop5526,3:48 the best part of the video
@TheAryanPareek,This made me watch Money Heist again.
@anshul0702,Bhai apna yha aa gya vah
@mintukalita7954,ZOTATO  delivery boy 🤣🤣
@shresthakumari3863,Loved it ❤
@jannatulferdaussema2302,I love you not you die😊❤
@taninyataninya6370,Ayo I used to watch shorts vid of yours in insta... Didn't expect you here btw lots of love from northeast
@kana_creations18,Not your type ❤
@rojiahmed1513,i love not your type
@Gyan_with_gyanchandani,Plzzzzzzz    ♥️♥️PART 2♥️♥️
@vedanttomar2511,Rip of!
@Horror_Playz,Mast story the rest baba
@ruhi9549,Love from Himachal 🖤💥
@ChaosAndCofee,Give me heart Netflix pls
@narayan.29001,Didn't expect that twist. 🤣🤣🤣
@SamerrkSameerkhan-gn5gz,Jaldi coment kar do like milaga
@MustafaiFollower,dhoom machale dhoom machale😂😂 Op
@G.O.A.T_GUY,3:44 ❤️🔥🤣
@shyamalimahata4255,😂😂😂😂😂😂😂😂
@narenderkumar4926,05:01😅😂😂😂😂
@SBPGAMER-fs1zf,Op
@ANIGamingYT2007,❤️
@OniichanStudio,I'll send it to pankaj 🤣🤣
